Id,SalePrice
1460,120794.5013268207
1461,169410.65868963103
1462,191367.7503712423
1463,199912.4178914182
1464,171074.4794104203
1465,172142.2984824757
1466,175391.19010311237
1467,161223.6732206439
1468,214139.99611211603
1469,115874.50422767876
1470,202406.57457073557
1471,88578.58976904454
1472,85751.95636400848
1473,149218.62672999827
1474,130620.45872334926
1475,372202.7714585789
1476,246540.39217319072
1477,294578.12526304636
1478,297675.26751109224
1479,498236.30783194315
1480,306464.8142861201
1481,201556.18446818052
1482,177002.3869794953
1483,165544.30362250737
1484,181240.17112473224
1485,189527.50245414593
1486,327849.33868816716
1487,236292.89319845906
1488,194943.01602892613
1489,246525.71459010558
1490,197578.3326373751
1491,108170.91336774547
1492,181282.71405244095
1493,313245.32756242866
1494,288025.47407386487
1495,256318.72711729177
1496,181644.37801544822
1497,176442.8342916133
1498,168645.45475969173
1499,158407.39626837533
1500,189817.8675560091
1501,149033.39928078523
1502,275786.23499334196
1503,230060.07805411133
1504,217663.7547598005
1505,198941.50112008548
1506,270880.92698060477
1507,229162.21213977213
1508,148196.43801597052
1509,140432.69485143467
1510,151426.89751289424
1511,172582.3674448236
1512,143072.28618108865
1513,168157.4377227266
1514,220594.19329237996
1515,149335.99824806675
1516,187415.52335597866
1517,121215.78457209677
1518,226393.484016884
1519,125184.38668162702
1520,140057.71246802388
1521,182315.4964772308
1522,113970.92013532936
1523,126088.38084847736
1524,124732.82217503618
1525,122372.0768194698
1526,98655.31119828101
1527,136972.67399255303
1528,158780.31340813462
1529,193537.77204344783
1530,112010.85016165336
1531,90782.00062279368
1532,156362.6184820194
1533,139698.44034388312
1534,153545.95256544743
1535,88851.86518591444
1536,110712.63546174474
1537,163039.55445907975
1538,230085.9941478289
1539,106202.4034329059
1540,149521.09457771073
1541,148420.41419387772
1542,204037.11963008682
1543,67813.331100162
1544,117634.03038893093
1545,133281.39896052342
1546,121825.17058090493
1547,132639.26584204822
1548,104761.30139798275
1549,133595.84701602603
1550,115573.36955096386
1551,153649.94555244816
1552,144764.35691536486
1553,120953.60569510935
1554,170464.6891839652
1555,58532.54166455625
1556,121016.8501292807
1557,114183.44615214842
1558,38367.922574814875
1559,121817.8066970912
1560,125988.6545922663
1561,129927.88945516828
1562,134002.1238759153
1563,156678.18438430422
1564,147462.15565127984
1565,244753.88500787166
1566,77828.37924309529
1567,244676.47707381158
1568,152006.13116052607
1569,143909.91185065766
1570,110863.7625565154
1571,155107.1884365062
1572,258151.8538700909
1573,124687.46957435284
1574,240046.0317427324
1575,231001.8825601769
1576,179117.88444743434
1577,157505.7517493734
1578,141627.02873692114
1579,191529.03036298056
1580,163952.40688148292
1581,127909.1561862143
1582,314451.0385846171
1583,226714.33198613243
1584,145310.19288243575
1585,80562.3600069771
1586,113661.87316726719
1587,179832.58316212555
1588,101803.36508827622
1589,136143.30189544277
1590,92341.58860939054
1591,115711.17969872314
1592,123813.4623628147
1593,125362.535092604
1594,159670.5555331345
1595,233886.03474096314
1596,176789.42133035103
1597,192554.87573895615
1598,176744.5730444995
1599,160078.88573217217
1600,53138.905961525976
1601,115946.09754653426
1602,62908.46844933892
1603,251100.30038457818
1604,253312.09866776748
1605,152953.36702952313
1606,157971.11009781167
1607,210227.01070025808
1608,190087.38125386497
1609,142372.81681362505
1610,132786.98379925406
1611,187489.97387080977
1612,166229.13097260275
1613,159924.79464228416
1614,99355.3333412531
1615,82612.74470149982
1616,86442.40629806463
1617,135178.22718618484
1618,147847.43519864825
1619,183776.86284458672
1620,143141.04931369436
1621,133359.67851377535
1622,256716.85615303682
1623,217244.31832351384
1624,126336.69034441141
1625,164893.4828640652
1626,192748.0390327057
1627,293191.20778336225
1628,170001.2912469363
1629,351974.3394462111
1630,207329.35031824105
1631,230379.30545688805
1632,169284.73771227046
1633,185085.35374263756
1634,173347.44738235523
1635,144690.73268216103
1636,179710.44174444943
1637,189333.07306853856
1638,185044.63676473463
1639,253820.21749429812
1640,188456.36972219672
1641,245645.10195064556
1642,207023.47299244336
1643,222349.82332690794
1644,203190.79194249853
1645,150976.18300963042
1646,152247.13384859974
1647,126517.14229626756
1648,131079.12735582725
1649,108090.07261151192
1650,107667.74925195938
1651,87299.50812374672
1652,85843.45357615547
1653,147248.6644411079
1654,135940.00536673563
1655,143107.50527997687
1656,154264.56803572655
1657,148906.35916899762
1658,138822.5366970743
1659,150569.45622006396
1660,448455.13896648714
1661,387575.67800863145
1662,382255.6107813121
1663,484597.9393759401
1664,318936.0100683201
1665,323275.7422049664
1666,362304.1432014619
1667,344671.7355495811
1668,302674.11117645854
1669,350798.8664786244
1670,249944.63412662025
1671,435314.54342506395
1672,299317.03129152337
1673,233417.0980644991
1674,200215.37521010905
1675,187903.88195419998
1676,215983.2237414118
1677,485221.99415294256
1678,389138.51010507287
1679,340289.32726991584
1680,271182.9154849715
1681,308108.234516648
1682,179868.43050918926
1683,169058.24358844722
1684,174787.03284867678
1685,170271.22522102657
1686,160088.35473346
1687,183304.24053928268
1688,190570.49507560336
1689,194665.46494620887
1690,183217.62126474583
1691,267698.5407894888
1692,166193.60621239024
1693,179185.83055707917
1694,158334.58760353096
1695,279711.3085456932
1696,167167.6322971069
1697,339706.0387752644
1698,331539.8958051392
1699,244565.76933921652
1700,258407.4602321129
1701,235984.79784698843
1702,230617.07842549065
1703,277308.5874316994
1704,233590.9622833029
1705,162637.06581939769
1706,219287.86057322763
1707,186141.8910221142
1708,254299.52755214216
1709,212435.76611012674
1710,268829.08320322295
1711,247885.79665573
1712,285610.98265203333
1713,217432.9594547114
1714,199693.90764606383
1715,182887.00860985985
1716,163621.26088290976
1717,143076.5900589131
1718,207991.2408821782
1719,252289.94572084874
1720,147401.61379458092
1721,113935.56536526617
1722,141244.05121465412
1723,217062.5950864103
1724,243524.45797671692
1725,171593.5102922431
1726,167505.486921267
1727,152261.58813400532
1728,166824.95066342165
1729,164350.13686182478
1730,115685.79952512984
1731,124561.00388930936
1732,124107.22862733435
1733,112506.78747144307
1734,102584.28056003607
1735,100639.19874734012
1736,314948.40764602565
1737,234650.72525567526
1738,256077.3094925735
1739,225221.1396361034
1740,189841.8006528496
1741,181142.05831639597
1742,176532.86908749992
1743,342213.12807972997
1744,215354.02988920256
1745,195625.47718115186
1746,229184.65156143892
1747,210383.1877992818
1748,140178.8258109293
1749,136256.18593055452
1750,240759.04855054326
1751,117592.99797006266
1752,147564.22091913584
1753,195200.35192181903
1754,166613.32271383458
1755,140014.5861948335
1756,119815.92088869051
1757,153812.82311424415
1758,158860.2094251596
1759,158715.132658461
1760,156842.83371320053
1761,185833.5612315311
1762,184222.06743822654
1763,107339.09572947049
1764,196521.04264193482
1765,178791.42423204484
1766,229415.2842033134
1767,146413.6909528398
1768,168208.75530053896
1769,156798.32974962622
1770,123021.70625417097
1771,131322.7802556816
1772,110669.33794367465
